signal_index,signal_time,entry_index,entry_time,exit_index,exit_time,direction,entry,stop,target,exit_price,gross_r,cost_r,net_r,outcome,structure_key,symbol_metadata_version,spread_price,spread_points,spread_pips,entry_slippage_price,exit_slippage_price,slippage_price_round_trip,commission_usd_round_turn,commission,spread_r,slippage_r,commission_r,swap_r,price_cost_round_trip,total_cost,total_cost_r,partial_taken,break_even_activated,ambiguous_bar,unresolved_open_position,management_events,experiment_id,strategy_id,strategy_version,symbol
41850,2026-01-14 06:40,41851,2026-01-14 06:45,41868,2026-01-14 08:10,short,1.16441,1.16463,1.16381,1.16441,0.5,1.409091,-0.909091,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-01-14 04:30@1.16397|poi@bearish_order_block@2026-01-14 06:35@1.16448@1.16461|confirm@2026-01-14 06:40|choch@2026-01-14 06:40@1.16490,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,1.1363636364,0.2727272727,0.0,0.0,0.00031,0.00031,1.4090909091,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 12}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 12}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16441, 'bar': 12})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
42219,2026-01-15 13:25,42220,2026-01-15 13:30,42220,2026-01-15 13:30,short,1.1634,1.16347,1.16327,1.16347,-1.0,4.428571,-5.428571,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-01-15 11:35@1.16350|poi@bearish_order_block@2026-01-15 13:20@1.16330@1.16343|confirm@2026-01-15 13:25|choch@2026-01-15 13:25@1.16380,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,3.5714285714,0.8571428571,0.0,0.0,0.00031,0.00031,4.4285714286,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
42706,2026-01-19 06:00,42707,2026-01-19 06:05,42715,2026-01-19 06:45,long,1.16262,1.16233,1.16319,1.16319,1.482759,1.068966,0.413793,TARGET,ST-C1|1.0.0|EURUSD|long|sweep@2026-01-19 05:10@1.16167|poi@bullish_order_block@2026-01-19 05:55@1.16237@1.16262|confirm@2026-01-19 06:00|choch@2026-01-19 06:00@1.16194,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.8620689655,0.2068965517,0.0,0.0,0.00031,0.00031,1.0689655172,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 2}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 2}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16262, 'bar': 2})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
43865,2026-01-23 06:35,43866,2026-01-23 06:40,43871,2026-01-23 07:05,long,1.1747,1.17444,1.17522,1.17522,1.5,1.192308,0.307692,TARGET,ST-C1|1.0.0|EURUSD|long|sweep@2026-01-23 06:00@1.17438|poi@bullish_order_block@2026-01-23 06:30@1.17446@1.17452|confirm@2026-01-23 06:35|choch@2026-01-23 06:35@1.17446,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.9615384615,0.2307692308,0.0,0.0,0.00031,0.00031,1.1923076923,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 2}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 2}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.1747, 'bar': 2})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
45885,2026-02-03 06:55,45886,2026-02-03 07:00,45900,2026-02-03 08:10,short,1.18092,1.18142,1.17992,1.18142,-1.0,0.62,-1.62,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-02-03 05:20@1.18035|poi@bearish_order_block@2026-02-03 06:45@1.18108@1.18138|confirm@2026-02-03 06:55|choch@2026-02-03 06:55@1.18138,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.5,0.12,0.0,0.0,0.00031,0.00031,0.62,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
47610,2026-02-11 06:40,47611,2026-02-11 06:45,47619,2026-02-11 07:25,short,1.19081,1.19153,1.18936,1.19153,-1.0,0.430556,-1.430556,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-02-11 05:50@1.19129|poi@bearish_order_block@2026-02-11 06:15@1.19108@1.19150|confirm@2026-02-11 06:40|choch@2026-02-11 06:40@1.19150,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.3472222222,0.0833333333,0.0,0.0,0.00031,0.00031,0.4305555556,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
48197,2026-02-13 07:35,48198,2026-02-13 07:40,48199,2026-02-13 07:45,long,1.18647,1.18617,1.18708,1.18617,-1.0,1.033333,-2.033333,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2026-02-13 07:05@1.18601|poi@bullish_order_block@2026-02-13 07:30@1.18620@1.18646|confirm@2026-02-13 07:35|choch@2026-02-13 07:35@1.18586,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.8333333333,0.2,0.0,0.0,0.00031,0.00031,1.0333333333,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
48223,2026-02-13 09:45,48224,2026-02-13 09:50,48292,2026-02-13 15:30,long,1.18567,1.18466,1.18768,1.18768,1.990099,0.306931,1.683168,TARGET,ST-C1|1.0.0|EURUSD|long|sweep@2026-02-13 08:30@1.18572|poi@bullish_order_block@2026-02-13 09:35@1.18472@1.18523|confirm@2026-02-13 09:45|choch@2026-02-13 09:45@1.18472,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.2475247525,0.0594059406,0.0,0.0,0.00031,0.00031,0.3069306931,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
49930,2026-02-23 08:00,49931,2026-02-23 08:05,49934,2026-02-23 08:20,long,1.18214,1.18172,1.18299,1.18299,1.511905,0.738095,0.77381,TARGET,ST-C1|1.0.0|EURUSD|long|sweep@2026-02-23 04:50@1.18251|poi@bullish_order_block@2026-02-23 07:40@1.18175@1.18194|confirm@2026-02-23 08:00|choch@2026-02-23 08:00@1.18154,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.5952380952,0.1428571429,0.0,0.0,0.00031,0.00031,0.7380952381,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 1}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 1}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.18214, 'bar': 1})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
50231,2026-02-24 09:05,50232,2026-02-24 09:10,50236,2026-02-24 09:30,short,1.17756,1.17809,1.1765,1.17809,-1.0,0.584906,-1.584906,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-02-24 04:50@1.17843|poi@bearish_order_block@2026-02-24 08:50@1.17782@1.17805|confirm@2026-02-24 09:05|choch@2026-02-24 09:05@1.17815,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4716981132,0.1132075472,0.0,0.0,0.00031,0.00031,0.5849056604,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
52534,2026-03-06 09:00,52535,2026-03-06 09:05,52538,2026-03-06 09:20,long,1.1609,1.16058,1.16167,1.16167,1.703125,0.96875,0.734375,TARGET,ST-C1|1.0.0|EURUSD|long|sweep@2026-03-06 05:40@1.16163|poi@bullish_order_block@2026-03-06 08:40@1.16063@1.16092|confirm@2026-03-06 09:00|choch@2026-03-06 09:00@1.16045,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.78125,0.1875,0.0,0.0,0.00031,0.00031,0.96875,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 2}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 2}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.1609, 'bar': 2})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
52832,2026-03-09 09:50,52833,2026-03-09 09:55,52861,2026-03-09 12:15,short,1.15477,1.15666,1.15098,1.15477,0.5,0.164021,0.335979,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-03-09 06:05@1.15281|poi@bearish_order_block@2026-03-09 09:35@1.15572@1.15654|confirm@2026-03-09 09:50|choch@2026-03-09 09:50@1.15654,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.1322751323,0.0317460317,0.0,0.0,0.00031,0.00031,0.164021164,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 18}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 18}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.15477, 'bar': 18})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
53095,2026-03-10 07:45,53096,2026-03-10 07:50,53112,2026-03-10 09:10,long,1.16144,1.16099,1.1627,1.1627,1.9,0.688889,1.211111,TARGET,ST-C1|1.0.0|EURUSD|long|sweep@2026-03-10 06:05@1.16119|poi@bullish_order_block@2026-03-10 07:35@1.16103@1.16120|confirm@2026-03-10 07:45|choch@2026-03-10 07:45@1.16103,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.5555555556,0.1333333333,0.0,0.0,0.00031,0.00031,0.6888888889,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 5}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 5}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16144, 'bar': 5})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
54873,2026-03-18 11:55,54874,2026-03-18 12:00,54903,2026-03-18 14:25,long,1.15324,1.15172,1.15627,1.15324,0.5,0.203947,0.296053,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2026-03-18 09:50@1.15398|poi@bullish_order_block@2026-03-18 11:25@1.15179@1.15220|confirm@2026-03-18 11:55|choch@2026-03-18 11:55@1.15179,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.1644736842,0.0394736842,0.0,0.0,0.00031,0.00031,0.2039473684,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 26}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 26}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.15324, 'bar': 26})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
56325,2026-03-25 12:55,56326,2026-03-25 13:00,56347,2026-03-25 14:45,long,1.15991,1.15905,1.16162,1.15991,0.5,0.360465,0.139535,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2026-03-25 12:15@1.16010|poi@bullish_order_block@2026-03-25 12:45@1.15913@1.15973|confirm@2026-03-25 12:55|choch@2026-03-25 12:55@1.15913,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.2906976744,0.0697674419,0.0,0.0,0.00031,0.00031,0.3604651163,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 12}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 12}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.15991, 'bar': 12})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
56559,2026-03-26 08:25,56560,2026-03-26 08:30,56568,2026-03-26 09:10,short,1.15654,1.15702,1.15559,1.15559,1.489583,0.645833,0.84375,TARGET,ST-C1|1.0.0|EURUSD|short|sweep@2026-03-26 05:20@1.15653|poi@bearish_order_block@2026-03-26 08:05@1.15683@1.15699|confirm@2026-03-26 08:25|choch@2026-03-26 08:25@1.15724,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.5208333333,0.125,0.0,0.0,0.00031,0.00031,0.6458333333,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 4}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 4}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.15654, 'bar': 4})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
57397,2026-03-31 06:15,57398,2026-03-31 06:20,57435,2026-03-31 09:25,short,1.1471,1.14765,1.14601,1.1471,0.5,0.563636,-0.063636,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-03-31 03:00@1.14571|poi@bearish_order_block@2026-03-31 06:05@1.14736@1.14761|confirm@2026-03-31 06:15|choch@2026-03-31 06:15@1.14797,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4545454545,0.1090909091,0.0,0.0,0.00031,0.00031,0.5636363636,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 22}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 22}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.1471, 'bar': 22})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
57978,2026-04-02 06:40,57979,2026-04-02 06:45,57979,2026-04-02 06:45,long,1.15488,1.15456,1.15552,1.15456,-1.0,0.96875,-1.96875,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2026-04-02 04:45@1.15473|poi@bullish_order_block@2026-04-02 06:35@1.15460@1.15488|confirm@2026-04-02 06:40|choch@2026-04-02 06:40@1.15446,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.78125,0.1875,0.0,0.0,0.00031,0.00031,0.96875,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
58339,2026-04-03 12:45,58340,2026-04-03 12:50,58351,2026-04-03 13:45,short,1.15411,1.15455,1.15324,1.15455,-1.0,0.704545,-1.704545,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-04-03 09:50@1.15392|poi@bearish_order_block@2026-04-03 12:25@1.15435@1.15452|confirm@2026-04-03 12:45|choch@2026-04-03 12:45@1.15457,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.5681818182,0.1363636364,0.0,0.0,0.00031,0.00031,0.7045454545,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
58862,2026-04-07 08:20,58863,2026-04-07 08:25,58866,2026-04-07 08:40,short,1.15364,1.15387,1.15319,1.15319,1.956522,1.347826,0.608696,TARGET,ST-C1|1.0.0|EURUSD|short|sweep@2026-04-07 06:10@1.15320|poi@bearish_order_block@2026-04-07 08:15@1.15371@1.15384|confirm@2026-04-07 08:20|choch@2026-04-07 08:20@1.15398,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,1.0869565217,0.2608695652,0.0,0.0,0.00031,0.00031,1.347826087,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
58915,2026-04-07 12:45,58916,2026-04-07 12:50,58923,2026-04-07 13:25,short,1.15646,1.15736,1.15466,1.15466,1.5,0.344444,1.155556,TARGET,ST-C1|1.0.0|EURUSD|short|sweep@2026-04-07 11:45@1.15681|poi@bearish_order_block@2026-04-07 12:30@1.15680@1.15729|confirm@2026-04-07 12:45|choch@2026-04-07 12:45@1.15736,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.2777777778,0.0666666667,0.0,0.0,0.00031,0.00031,0.3444444444,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 3}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 3}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.15646, 'bar': 3})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
59800,2026-04-10 14:30,59801,2026-04-10 14:35,59812,2026-04-10 15:30,short,1.17119,1.17183,1.16991,1.17183,-1.0,0.484375,-1.484375,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-04-10 13:25@1.17129|poi@bearish_order_block@2026-04-10 14:05@1.17156@1.17179|confirm@2026-04-10 14:30|choch@2026-04-10 14:30@1.17189,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.390625,0.09375,0.0,0.0,0.00031,0.00031,0.484375,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
60005,2026-04-13 07:35,60006,2026-04-13 07:40,60015,2026-04-13 08:25,short,1.16866,1.16897,1.16804,1.16866,0.5,1.0,-0.5,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-04-13 05:30@1.16897|poi@bearish_order_block@2026-04-13 07:25@1.16882@1.16895|confirm@2026-04-13 07:35|choch@2026-04-13 07:35@1.16902,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.8064516129,0.1935483871,0.0,0.0,0.00031,0.00031,1.0,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 5}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 5}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16866, 'bar': 5})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
60053,2026-04-13 11:35,60054,2026-04-13 11:40,60058,2026-04-13 12:00,short,1.16892,1.16945,1.16786,1.16892,0.5,0.584906,-0.084906,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-04-13 09:15@1.16893|poi@bearish_order_block@2026-04-13 11:20@1.16911@1.16940|confirm@2026-04-13 11:35|choch@2026-04-13 11:35@1.16984,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4716981132,0.1132075472,0.0,0.0,0.00031,0.00031,0.5849056604,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 2}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 2}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16892, 'bar': 2})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
61738,2026-04-21 08:00,61739,2026-04-21 08:05,61750,2026-04-21 09:00,long,1.17775,1.17749,1.17827,1.17775,0.5,1.192308,-0.692308,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2026-04-21 06:10@1.17770|poi@bullish_order_block@2026-04-21 07:55@1.17751@1.17765|confirm@2026-04-21 08:00|choch@2026-04-21 08:00@1.17751,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.9615384615,0.2307692308,0.0,0.0,0.00031,0.00031,1.1923076923,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 2}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 2}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.17775, 'bar': 2})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
62618,2026-04-24 09:20,62619,2026-04-24 09:25,62622,2026-04-24 09:40,short,1.16787,1.16826,1.1671,1.16826,-1.0,0.794872,-1.794872,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-04-24 07:10@1.16801|poi@bearish_order_block@2026-04-24 09:05@1.16807@1.16823|confirm@2026-04-24 09:20|choch@2026-04-24 09:20@1.16832,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.641025641,0.1538461538,0.0,0.0,0.00031,0.00031,0.7948717949,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
63800,2026-04-30 11:50,63801,2026-04-30 11:55,63808,2026-04-30 12:30,short,1.1681,1.16916,1.16598,1.16916,-1.0,0.292453,-1.292453,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-04-30 10:55@1.16815|poi@bearish_order_block@2026-04-30 11:35@1.16827@1.16908|confirm@2026-04-30 11:50|choch@2026-04-30 11:50@1.16908,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.2358490566,0.0566037736,0.0,0.0,0.00031,0.00031,0.2924528302,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
63836,2026-04-30 14:50,63837,2026-04-30 14:55,63865,2026-04-30 17:15,short,1.17057,1.17203,1.16765,1.17057,0.5,0.212329,0.287671,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-04-30 12:30@1.16908|poi@bearish_order_block@2026-04-30 14:45@1.17144@1.17192|confirm@2026-04-30 14:50|choch@2026-04-30 14:50@1.17196,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.1712328767,0.0410958904,0.0,0.0,0.00031,0.00031,0.2123287671,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 4}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 4}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.17057, 'bar': 4})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
65277,2026-05-07 14:55,65278,2026-05-07 15:00,65290,2026-05-07 16:00,long,1.177,1.17645,1.17809,1.177,0.5,0.563636,-0.063636,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2026-05-07 14:05@1.17650|poi@bullish_order_block@2026-05-07 14:45@1.17650@1.17664|confirm@2026-05-07 14:55|choch@2026-05-07 14:55@1.17623,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.4545454545,0.1090909091,0.0,0.0,0.00031,0.00031,0.5636363636,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 9}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 9}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.177, 'bar': 9})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
65553,2026-05-08 13:55,65554,2026-05-08 14:00,65572,2026-05-08 15:30,short,1.1764,1.17726,1.17427,1.17726,-1.0,0.360465,-1.360465,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-05-08 13:05@1.17717|poi@bearish_order_block@2026-05-08 13:30@1.17695@1.17722|confirm@2026-05-08 13:55|choch@2026-05-08 13:55@1.17722,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.2906976744,0.0697674419,0.0,0.0,0.00031,0.00031,0.3604651163,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
67208,2026-05-18 07:50,67209,2026-05-18 07:55,67215,2026-05-18 08:25,short,1.16205,1.16232,1.16139,1.16205,0.5,1.148148,-0.648148,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-05-18 04:25@1.16138|poi@bearish_order_block@2026-05-18 07:40@1.16216@1.16229|confirm@2026-05-18 07:50|choch@2026-05-18 07:50@1.16263,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.9259259259,0.2222222222,0.0,0.0,0.00031,0.00031,1.1481481481,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 4}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 4}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16205, 'bar': 4})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
68646,2026-05-25 07:40,68647,2026-05-25 07:45,68652,2026-05-25 08:10,long,1.16401,1.16376,1.16451,1.16451,1.5,1.24,0.26,TARGET,ST-C1|1.0.0|EURUSD|long|sweep@2026-05-25 05:40@1.16396|poi@bullish_order_block@2026-05-25 07:35@1.16378@1.16394|confirm@2026-05-25 07:40|choch@2026-05-25 07:40@1.16356,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,1.0,0.24,0.0,0.0,0.00031,0.00031,1.24,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 1}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 1}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16401, 'bar': 1})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
68982,2026-05-26 11:40,68983,2026-05-26 11:45,68989,2026-05-26 12:15,short,1.16347,1.16423,1.16196,1.16423,-1.0,0.407895,-1.407895,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-05-26 10:30@1.16376|poi@bearish_order_block@2026-05-26 11:20@1.16401@1.16418|confirm@2026-05-26 11:40|choch@2026-05-26 11:40@1.16421,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.3289473684,0.0789473684,0.0,0.0,0.00031,0.00031,0.4078947368,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
69005,2026-05-26 13:35,69006,2026-05-26 13:40,69011,2026-05-26 14:05,short,1.16389,1.16437,1.16293,1.16437,-1.0,0.645833,-1.645833,STOP,ST-C1|1.0.0|EURUSD|short|sweep@2026-05-26 12:55@1.16436|poi@bearish_order_block@2026-05-26 13:25@1.16408@1.16433|confirm@2026-05-26 13:35|choch@2026-05-26 13:35@1.16435,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.5208333333,0.125,0.0,0.0,0.00031,0.00031,0.6458333333,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
69015,2026-05-26 14:25,69016,2026-05-26 14:30,69034,2026-05-26 16:00,short,1.16402,1.16449,1.16309,1.16309,1.489362,0.659574,0.829787,TARGET,ST-C1|1.0.0|EURUSD|short|sweep@2026-05-26 12:55@1.16436|poi@bearish_order_block@2026-05-26 14:05@1.16418@1.16445|confirm@2026-05-26 14:25|choch@2026-05-26 14:25@1.16449,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.5319148936,0.1276595745,0.0,0.0,0.00031,0.00031,0.6595744681,True,True,False,False,"({'event': '+1R_REACHED', 'bar': 1}, {'event': 'PARTIAL_TAKEN', 'fraction': 0.5, 'bar': 1}, {'event': 'BREAK_EVEN_ACTIVATED', 'new_stop': 1.16402, 'bar': 1})",baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
70066,2026-06-01 06:00,70067,2026-06-01 06:05,70069,2026-06-01 06:15,long,1.16482,1.16441,1.16564,1.16441,-1.0,0.756098,-1.756098,STOP,ST-C1|1.0.0|EURUSD|long|sweep@2026-06-01 04:30@1.16441|poi@bullish_order_block@2026-06-01 05:40@1.16443@1.16456|confirm@2026-06-01 06:00|choch@2026-06-01 06:00@1.16436,symbol-metadata-v1,0.00025,25.0,2.5,3e-05,3e-05,6e-05,0.0,0.0,0.6097560976,0.1463414634,0.0,0.0,0.00031,0.00031,0.756097561,False,False,False,False,(),baseline,ST-C1,1.0.0:21f874e75b4864aa,EURUSD
